filename,set,reltype,connspan,conn_raw,conn_utterance_id,x2,x3,conn1,conn2,rs1,rs2,x5,x6,x7,arg1raw,arg1span,arg1_utterance_id,x9,x10,x11,arg2raw,arg2span,arg2_utterance_id,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,incomplete
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Norel,,,,,,0,0,,,,,,Uhuh?,977..982,ABJ_GWA_02_Market-Food-Church_DG__37,,,,Uhuh?,985..990,ABJ_GWA_02_Market-Food-Church_DG__38,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Uhuh?,985..990,ABJ_GWA_02_Market-Food-Church_DG__38,,,,Ehn!,993..997,ABJ_GWA_02_Market-Food-Church_DG__39,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,Ehn!,993..997,ABJ_GWA_02_Market-Food-Church_DG__39,,,,I know you'll like it.,1000..1022,ABJ_GWA_02_Market-Food-Church_DG__40,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,I know you'll like it.,1000..1022,ABJ_GWA_02_Market-Food-Church_DG__40,,,,Teach me too.,1025..1038,ABJ_GWA_02_Market-Food-Church_DG__41,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Teach me too.,1025..1038,ABJ_GWA_02_Market-Food-Church_DG__41,,,,Hope you know banga soup?,1041..1066,ABJ_GWA_02_Market-Food-Church_DG__42,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Hope you know banga soup?,1041..1066,ABJ_GWA_02_Market-Food-Church_DG__42,,,,I know banga soup.,1069..1087,ABJ_GWA_02_Market-Food-Church_DG__43,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,I know banga soup.,1069..1087,ABJ_GWA_02_Market-Food-Church_DG__43,,,,Ehn... it's the soup.,1090..1111,ABJ_GWA_02_Market-Food-Church_DG__44,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Ehn... it's the soup.,1090..1111,ABJ_GWA_02_Market-Food-Church_DG__44,,,,Okay!,1114..1119,ABJ_GWA_02_Market-Food-Church_DG__45,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,Null,Null,0,0,,,,,,Okay,1114..1118,ABJ_GWA_02_Market-Food-Church_DG__45,Null,Null,Null,"So, it's like I'll come so you and I can do it",1122..1168,ABJ_GWA_02_Market-Food-Church_DG__46,Null,Null,Null,,,,,,,1122,DEFAULT,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Okay!,1114..1119,ABJ_GWA_02_Market-Food-Church_DG__45,,,,"So, it's like I'll come so you and I can do it.",1122..1169,ABJ_GWA_02_Market-Food-Church_DG__46,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Explicit,1131..1135,like,ABJ_GWA_02_Market-Food-Church_DG__46,Null,Null,like,0,Comparison.Similarity,Expansion.Manner.Arg2-as-manner,,,,"So, it's",1122..1130,ABJ_GWA_02_Market-Food-Church_DG__46,Null,Null,Null,I'll come so you and I can do it,1136..1168,ABJ_GWA_02_Market-Food-Church_DG__46,Null,Null,Null,,,,,,,1131..1135,DEFAULT,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Explicit,1237..1239,Or,ABJ_GWA_02_Market-Food-Church_DG__51,Null,Null,or,0,Expansion.Disjunction,,,,,"So, it's like I'll come so you and I can do it",1122..1168,ABJ_GWA_02_Market-Food-Church_DG__46,Null,Null,Null,should I give it to you,1240..1263,ABJ_GWA_02_Market-Food-Church_DG__51,Null,Null,Null,,,Full Agreement,,,,1237..1239,DEFAULT,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,"So, it's like I'll come so you and I can do it.",1122..1169,ABJ_GWA_02_Market-Food-Church_DG__46,,,,Okay!,1172..1177,ABJ_GWA_02_Market-Food-Church_DG__47,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Explicit,1146..1148,so,ABJ_GWA_02_Market-Food-Church_DG__46,Null,Null,so,0,Contingency.Purpose.Arg2-as-goal,,,,,I'll come,1136..1145,ABJ_GWA_02_Market-Food-Church_DG__46,Null,Null,Null,you and I can do it,1149..1168,ABJ_GWA_02_Market-Food-Church_DG__46,Null,Null,Null,,,Full Agreement,,,,1146..1148,DEFAULT,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Okay!,1172..1177,ABJ_GWA_02_Market-Food-Church_DG__47,,,,The dish will be good.,1180..1202,ABJ_GWA_02_Market-Food-Church_DG__48,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,The dish will be good.,1180..1202,ABJ_GWA_02_Market-Food-Church_DG__48,,,,You'll like it a lot.,1205..1226,ABJ_GWA_02_Market-Food-Church_DG__49,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,You'll like it a lot.,1205..1226,ABJ_GWA_02_Market-Food-Church_DG__49,,,,Okay!,1229..1234,ABJ_GWA_02_Market-Food-Church_DG__50,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Okay!,1229..1234,ABJ_GWA_02_Market-Food-Church_DG__50,,,,Or should I give it to you?,1237..1264,ABJ_GWA_02_Market-Food-Church_DG__51,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Norel,,,,,,0,0,,,,,,Or should I give it to you?,1237..1264,ABJ_GWA_02_Market-Food-Church_DG__51,,,,So...,1267..1272,ABJ_GWA_02_Market-Food-Church_DG__52,,,,,,,,,,,,,arg2-incomplete
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,0,0,Reformulation,,,,,So...,1267..1272,ABJ_GWA_02_Market-Food-Church_DG__52,,,,Like can you tell me how they...,1275..1307,ABJ_GWA_02_Market-Food-Church_DG__53,,,,,,,,,,,,,both-incomplete
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,0,0,Reformulation,,,,,Like can you tell me how they...,1275..1307,ABJ_GWA_02_Market-Food-Church_DG__53,,,,Do you know how they prepare the dish?,1310..1348,ABJ_GWA_02_Market-Food-Church_DG__54,,,,,,,,,,,,,arg1-incomplete
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Do you know how they prepare the dish?,1310..1348,ABJ_GWA_02_Market-Food-Church_DG__54,,,,"Ah, my sister... my younger sister taught me how they cook it.",1351..1413,ABJ_GWA_02_Market-Food-Church_DG__55,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,"Ah, my sister... my younger sister taught me how they cook it.",1351..1413,ABJ_GWA_02_Market-Food-Church_DG__55,,,,Can you tell me a little?,1416..1441,ABJ_GWA_02_Market-Food-Church_DG__56,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Can you tell me a little?,1416..1441,ABJ_GWA_02_Market-Food-Church_DG__56,,,,She said...,1444..1455,ABJ_GWA_02_Market-Food-Church_DG__57,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,0,0,Reformulation,,,,,She said...,1444..1455,ABJ_GWA_02_Market-Food-Church_DG__57,,,,She said you'll parboil the banga.,1458..1492,ABJ_GWA_02_Market-Food-Church_DG__58,,,,,,,,,,,,,arg1-incomplete
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,She said you'll parboil the banga.,1458..1492,ABJ_GWA_02_Market-Food-Church_DG__58,,,,Uhuh.,1495..1500,ABJ_GWA_02_Market-Food-Church_DG__59,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Uhuh.,1495..1500,ABJ_GWA_02_Market-Food-Church_DG__59,,,,"After you've parboiled it, then you'll pound it.",1503..1551,ABJ_GWA_02_Market-Food-Church_DG__60,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,"After you've parboiled it, then you'll pound it.",1503..1551,ABJ_GWA_02_Market-Food-Church_DG__60,,,,Yes?,1554..1558,ABJ_GWA_02_Market-Food-Church_DG__61,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Explicit,1503..1508;1530..1534,After...then,ABJ_GWA_02_Market-Food-Church_DG__60,Null,Null,when then,0,Temporal.Asynchronous.Succession,,,,,you'll pound it,1535..1550,ABJ_GWA_02_Market-Food-Church_DG__60,Null,Null,Null,you've parboiled it,1509..1528,ABJ_GWA_02_Market-Food-Church_DG__60,Null,Null,Null,,,Full Agreement,,,,1503..1508,DEFAULT,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Yes?,1554..1558,ABJ_GWA_02_Market-Food-Church_DG__61,,,,"When you pound it, you filter it.",1561..1594,ABJ_GWA_02_Market-Food-Church_DG__62,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Explicit,1597..1601,Then,ABJ_GWA_02_Market-Food-Church_DG__63,Null,Null,then,0,Temporal.Asynchronous.Precedence,,,,,"When you pound it, you filter it",1561..1593,ABJ_GWA_02_Market-Food-Church_DG__62,Null,Null,Null,you add your ingredients,1603..1627,ABJ_GWA_02_Market-Food-Church_DG__63,Null,Null,Null,,,Full Agreement,,,,1597..1601,DEFAULT,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Explicit,1561..1565,When,ABJ_GWA_02_Market-Food-Church_DG__62,Null,Null,when,0,Temporal.Synchronous,,,,,you filter it,1580..1593,ABJ_GWA_02_Market-Food-Church_DG__62,Null,Null,Null,you pound it,1566..1578,ABJ_GWA_02_Market-Food-Church_DG__62,Null,Null,Null,,,,,,,1561..1565,DEFAULT,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,in sum,0,Expansion.Level-of-detail.Arg1-as-detail,,,,,"Then, you add your ingredients.",1597..1628,ABJ_GWA_02_Market-Food-Church_DG__63,,,,That's how my sister taught me.,1631..1662,ABJ_GWA_02_Market-Food-Church_DG__64,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,That's how my sister taught me.,1631..1662,ABJ_GWA_02_Market-Food-Church_DG__64,,,,Okay.,1665..1670,ABJ_GWA_02_Market-Food-Church_DG__65,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Norel,,,,,,0,0,,,,,,Okay.,1665..1670,ABJ_GWA_02_Market-Food-Church_DG__65,,,,You like...,1673..1684,ABJ_GWA_02_Market-Food-Church_DG__66,,,,,,,,,,,,,arg2-incomplete
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,0,0,Reformulation,,,,,You like...,1673..1684,ABJ_GWA_02_Market-Food-Church_DG__66,,,,You ch-... which... as in which food... like what do you eat it with?,1687..1756,ABJ_GWA_02_Market-Food-Church_DG__67,,,,,,,,,,,,,arg1-incomplete
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,You ch-... which... as in which food... like what do you eat it with?,1687..1756,ABJ_GWA_02_Market-Food-Church_DG__67,,,,"Hey! My sister, I like...",1759..1784,ABJ_GWA_02_Market-Food-Church_DG__68,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,"Hey! My sister, I like...",1759..1784,ABJ_GWA_02_Market-Food-Church_DG__68,,,,Is it starch or eba?,1787..1807,ABJ_GWA_02_Market-Food-Church_DG__69,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,Is it starch or eba?,1787..1807,ABJ_GWA_02_Market-Food-Church_DG__69,,,,I like starch a lot.,1810..1830,ABJ_GWA_02_Market-Food-Church_DG__70,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,I like starch a lot.,1810..1830,ABJ_GWA_02_Market-Food-Church_DG__70,,,,"Oh, good!",1833..1842,ABJ_GWA_02_Market-Food-Church_DG__71,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,"Oh, good!",1833..1842,ABJ_GWA_02_Market-Food-Church_DG__71,,,,"Starch hm, starch is what I like.",1845..1878,ABJ_GWA_02_Market-Food-Church_DG__72,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,"Starch hm, starch is what I like.",1845..1878,ABJ_GWA_02_Market-Food-Church_DG__72,,,,haha.,1881..1886,ABJ_GWA_02_Market-Food-Church_DG__73,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,haha.,1881..1886,ABJ_GWA_02_Market-Food-Church_DG__73,,,,F-... starch is what goes well with it.,1889..1928,ABJ_GWA_02_Market-Food-Church_DG__74,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,F-... starch is what goes well with it.,1889..1928,ABJ_GWA_02_Market-Food-Church_DG__74,,,,"Uh, that's what I like the most.",1931..1963,ABJ_GWA_02_Market-Food-Church_DG__75,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Interspeaker,,,,,,0,0,,,,,,"Uh, that's what I like the most.",1931..1963,ABJ_GWA_02_Market-Food-Church_DG__75,,,,Okay now!,1966..1975,ABJ_GWA_02_Market-Food-Church_DG__76,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Norel,,,,,,0,0,,,,,,Okay now!,1966..1975,ABJ_GWA_02_Market-Food-Church_DG__76,,,,Alright.,1978..1986,ABJ_GWA_02_Market-Food-Church_DG__77,,,,,,,,,,,,,Null
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,Alright.,1978..1986,ABJ_GWA_02_Market-Food-Church_DG__77,,,,"This morning, what did you eat before you came here?",1989..2041,ABJ_GWA_02_Market-Food-Church_DG__78,,,,,,,,,,,,,Null
